"kd_jenis_prw";"nm_perawatan";"kd_kategori";"material";"bhp";"tarif_tindakandr";"tarif_tindakanpr";"kso";"menejemen";"total_byrdr";"total_byrpr";"total_byrdrpr";"kd_pj";"kd_poli";"status"
"C173";"Gastric Lavage/Bilas Lambung di Rawat Inap Tanpa penyulit Kelas VIP Oleh Dokter ";"-";"21000";"0";"245000";"0";"0";"0";"266000";"0";"0";"A38";"U0009";"1"
"C174";"Gastric Lavage/Bilas Lambung di Rawat Inap Tanpa penyulit Kelas VIP Oleh Dokter ";"-";"21000";"0";"52500";"0";"0";"0";"73500";"0";"0";"A38";"U0009";"1"
"C175";"Gastric Lavage/Bilas Lambung di Rawat Inap Tanpa penyulit Kelas VIP Oleh Perawat";"-";"21000";"0";"0";"21000";"0";"0";"0";"42000";"0";"A38";"U0009";"1"
"C176";"GV/Ganti Verban Besar (luka > 200cm2) Oleh Bidan";"-";"15000";"0";"0";"20000";"0";"0";"0";"35000";"35000";"A38";"U0009";"1"
"C177";"GV/Ganti Verban Besar (luka > 200cm2) Oleh Perawat";"-";"15000";"0";"0";"20000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C178";"GV/Ganti Verban Kecil (luka <25cm2) Oleh Bidan";"-";"15000";"0";"0";"10000";"0";"0";"0";"25000";"0";"A38";"U0009";"1"
"C179";"GV/Ganti Verban Kecil (luka <25cm2) Oleh Perawat";"-";"15000";"0";"0";"10000";"0";"0";"0";"25000";"0";"A38";"U0009";"1"
"C180";"GV/Ganti Verban Sedang (luka 25-200cm2) Oleh Bidan";"-";"15000";"0";"0";"15000";"0";"0";"0";"30000";"30000";"A38";"U0009";"1"
"C181";"GV/Ganti Verban Sedang (luka 25-200cm2) Oleh Perawat";"-";"15000";"0";"0";"15000";"0";"0";"0";"30000";"0";"A38";"U0009";"1"
"C182";"Imunisasi Anak Oleh Dokter Spesialis";"-";"15000";"0";"50000";"0";"0";"0";"65000";"0";"0";"A38";"U0009";"1"
"C183";"Imunisasi Dewasa Oleh Dokter Spesialis";"-";"15000";"0";"50000";"0";"0";"0";"65000";"0";"0";"A38";"U0009";"1"
"C184";"Incisi Furunkeal/Insisi Abses Dengan Penyulit Oleh Dokter Spesialis";"-";"15000";"0";"125000";"0";"0";"0";"140000";"0";"0";"A38";"U0009";"1"
"C185";"Incisi Furunkeal/Insisi Abses Dengan Penyulit Oleh Dokter Umum";"-";"15000";"0";"50000";"0";"0";"0";"65000";"0";"0";"A38";"U0009";"1"
"C186";"Incisi Furunkeal/Insisi Abses Dengan Penyulit Oleh Perawat";"-";"15000";"0";"0";"30000";"0";"0";"0";"45000";"0";"A38";"U0009";"1"
"C187";"Incisi Furunkeal/Insisi Abses Tanpa penyulit Oleh Dokter Spesialis";"-";"15000";"0";"100000";"0";"0";"0";"115000";"0";"0";"A38";"U0009";"1"
"C188";"Incisi Furunkeal/Insisi Abses Tanpa penyulit Oleh Dokter Umum";"-";"15000";"0";"25000";"0";"0";"0";"40000";"0";"0";"A38";"U0009";"1"
"C189";"Incisi Furunkeal/Insisi Abses Tanpa penyulit Oleh Perawat";"-";"15000";"0";"0";"12500";"0";"0";"0";"27500";"0";"A38";"U0009";"1"
"C196";"Injeksi Haemoroid Dengan Penyulit Oleh Dokter Spesialis";"-";"50000";"0";"125000";"0";"0";"0";"175000";"0";"0";"A38";"U0009";"1"
"C197";"Injeksi Haemoroid Tanpa penyulit Oleh Dokter Spesialis";"-";"35000";"0";"75000";"0";"0";"0";"110000";"0";"0";"A38";"U0009";"1"
"C198";"Injeksi Intra Articular Oleh Dokter Spesialis";"-";"25000";"0";"55000";"0";"0";"0";"80000";"0";"0";"A38";"U0009";"1"
"C199";"Injeksi Intra Articular Oleh Dokter Umum";"-";"25000";"0";"25000";"0";"0";"0";"50000";"0";"0";"A38";"U0009";"1"
"C200";"Injeksi Intra Cutan Oleh Bidan";"-";"1500";"0";"0";"5000";"0";"0";"0";"6500";"0";"A38";"U0009";"1"
"C201";"Injeksi Intra Cutan Oleh Dokter Spesialis";"-";"2500";"0";"25000";"0";"0";"0";"27500";"0";"0";"A38";"U0009";"1"
"C202";"Injeksi Intra Cutan Oleh Dokter Umum";"-";"2500";"0";"20000";"0";"0";"0";"22500";"0";"0";"A38";"U0009";"1"
"C203";"Injeksi Intra Cutan Oleh Perawat";"-";"1500";"0";"0";"5000";"0";"0";"0";"6500";"0";"A38";"U0009";"1"
"C204";"Injeksi Intra Muskuler Oleh Bidan";"-";"1500";"0";"0";"2000";"0";"0";"0";"3500";"0";"A38";"U0009";"1"
"C205";"Injeksi Intra Muskuler Oleh Dokter Spesialis";"-";"2500";"0";"25000";"0";"0";"0";"27500";"0";"0";"A38";"U0009";"1"
"C206";"Injeksi Intra Muskuler Oleh Dokter Umum";"-";"2500";"0";"10000";"0";"0";"0";"12500";"0";"0";"A38";"U0009";"1"
"C207";"Injeksi Intra Muskuler Oleh Perawat";"-";"1500";"0";"0";"2000";"0";"0";"0";"3500";"0";"A38";"U0009";"1"
"C208";"Injeksi Intra Thecal Oleh Dokter Spesialis";"-";"125000";"0";"275000";"0";"0";"0";"400000";"0";"0";"A38";"U0009";"1"
"C209";"Injeksi Intra Vena Melalui Selang Infus Oleh Bidan (Berapapun dihitung satu kali";"-";"1500";"0";"0";"1500";"0";"0";"0";"3000";"0";"A38";"U0009";"1"
"C210";"Injeksi Intra Vena Melalui Selang Infus Oleh Dokter Spesialis";"-";"2500";"0";"50000";"0";"0";"0";"52500";"0";"0";"A38";"U0009";"1"
"C211";"Injeksi Intra Vena Melalui Selang Infus Oleh Dokter Umum";"-";"2500";"0";"15000";"0";"0";"0";"17500";"0";"0";"A38";"U0009";"1"
"C212";"Injeksi Intra Vena Melalui Selang Infus Oleh Perawat (Berapapun dihitung satu ka";"-";"1500";"0";"0";"1500";"0";"0";"0";"3000";"0";"A38";"U0009";"1"
"C213";"Injeksi Intra Vena Oleh Bidan";"-";"1500";"0";"0";"2000";"0";"0";"0";"3500";"0";"A38";"U0009";"1"
"C214";"Injeksi Intra Vena Oleh Dokter Spesialis";"-";"2500";"0";"25000";"0";"0";"0";"27500";"0";"0";"A38";"U0009";"1"
"C215";"Injeksi Intra Vena Oleh Dokter Umum";"-";"2500";"0";"15000";"0";"0";"0";"17500";"0";"0";"A38";"U0009";"1"
"C216";"Injeksi Intra Vena Oleh Perawat";"-";"1500";"0";"0";"2000";"0";"0";"0";"3500";"0";"A38";"U0009";"1"
"C217";"Injeksi Keloid Oleh Dokter Spesialis";"-";"150000";"0";"225000";"0";"0";"0";"375000";"0";"0";"A38";"U0009";"1"
"C218";"Injeksi Sub Cutan Oleh Bidan";"-";"1500";"0";"0";"2000";"0";"0";"0";"3500";"0";"A38";"U0009";"1"
"C219";"Injeksi Sub Cutan Oleh Dokter Spesialis";"-";"2500";"0";"20000";"0";"0";"0";"22500";"0";"0";"A38";"U0009";"1"
"C220";"Injeksi Sub Cutan Oleh Dokter Umum";"-";"2500";"0";"10000";"0";"0";"0";"12500";"0";"0";"A38";"U0009";"1"
"C221";"Injeksi Sub Cutan Oleh Perawat";"-";"1500";"0";"0";"2000";"0";"0";"0";"3500";"0";"A38";"U0009";"1"
"C222";"Injeksi Tender Poin Oleh Bidan";"-";"2000";"0";"0";"3000";"0";"0";"0";"5000";"0";"A38";"U0009";"1"
"C223";"Injeksi Tender Poin Oleh Dokter Spesialis";"-";"12500";"0";"35000";"0";"0";"0";"47500";"0";"0";"A38";"U0009";"1"
"C224";"Injeksi Tender Poin Oleh Dokter Umum";"-";"7500";"0";"15000";"0";"0";"0";"22500";"0";"0";"A38";"U0009";"1"
"C225";"Injeksi Tender Poin Oleh Perawat";"-";"2000";"0";"0";"3000";"0";"0";"0";"5000";"0";"A38";"U0009";"1"
"C226";"Injeksi Varices Dengan Penyulit Oleh Dokter Spesialis";"-";"50000";"0";"125000";"0";"0";"0";"175000";"0";"0";"A38";"U0009";"1"
"C227";"Injeksi Varices Tanpa penyulit Oleh Dokter Spesialis";"-";"35000";"0";"75000";"0";"0";"0";"110000";"0";"0";"A38";"U0009";"1"
"C228";"Injeksi via Kanul Epidural Oleh Bidan";"-";"35000";"0";"0";"25000";"0";"0";"0";"60000";"0";"A38";"U0009";"1"
"C229";"Injeksi via Kanul Epidural Oleh Dokter Spesialis";"-";"35000";"0";"150000";"0";"0";"0";"185000";"0";"0";"A38";"U0009";"1"
"C230";"Injeksi via Kanul Epidural Oleh Dokter Umum";"-";"35000";"0";"100000";"0";"0";"0";"135000";"0";"0";"A38";"U0009";"1"
"C231";"Injeksi via Kanul Epidural Oleh Perawat";"-";"35000";"0";"0";"25000";"0";"0";"0";"60000";"0";"A38";"U0009";"1"
"C232";"Intepretasi/Expertise/Pembacaan EKG Oleh Dokter Spesialis";"-";"70000";"0";"50000";"0";"0";"0";"120000";"70000";"0";"A38";"U0009";"1"
"C233";"Intepretasi/Expertise/Pembacaan EKG Oleh Dokter Umum";"-";"10000";"0";"25000";"0";"0";"0";"35000";"0";"0";"A38";"U0009";"1"
"C234";"Irigasi Kandung Kemih Oleh Bidan";"-";"5000";"0";"0";"10000";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C235";"Irigasi Kandung Kemih Oleh Perawat";"-";"5000";"0";"0";"10000";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C236";"Irigasi Mata Dengan Penyulit Oleh Dokter Spesialis";"-";"12000";"0";"75000";"0";"0";"0";"87000";"0";"0";"A38";"U0009";"1"
"C237";"Irigasi Mata Dengan Penyulit Oleh Dokter Umum";"-";"12000";"0";"25000";"0";"0";"0";"37000";"0";"0";"A38";"U0009";"1"
"C238";"Irigasi Mata Dengan Penyulit Oleh Perawat";"-";"12000";"0";"0";"7500";"0";"0";"0";"19500";"0";"A38";"U0009";"1"
"C239";"Irigasi Mata Tanpa penyulit Oleh Dokter Spesialis";"-";"12000";"0";"50000";"0";"0";"0";"62000";"0";"0";"A38";"U0009";"1"
"C240";"Irigasi Mata Tanpa penyulit Oleh Dokter Umum";"-";"12000";"0";"12500";"0";"0";"0";"24500";"0";"0";"A38";"U0009";"1"
"C241";"Irigasi Mata Tanpa penyulit Oleh Perawat";"-";"12000";"0";"0";"7500";"0";"0";"0";"19500";"0";"A38";"U0009";"1"
"C242";"Irigasi Telinga Dengan Penyulit Oleh Dokter Spesialis";"-";"12000";"0";"75000";"0";"0";"0";"87000";"0";"0";"A38";"U0009";"1"
"C243";"Irigasi Telinga Dengan Penyulit Oleh Dokter Umum";"-";"12000";"0";"25000";"0";"0";"0";"37000";"0";"0";"A38";"U0009";"1"
"C244";"Irigasi Telinga Dengan Penyulit Oleh Perawat";"-";"12000";"0";"0";"7500";"0";"0";"0";"19500";"0";"A38";"U0009";"1"
"C245";"Irigasi Telinga Tanpa penyulit Oleh Dokter Spesialis";"-";"12000";"0";"50000";"0";"0";"0";"62000";"0";"0";"A38";"U0009";"1"
"C246";"Irigasi Telinga Tanpa penyulit Oleh Dokter Umum";"-";"12000";"0";"12500";"0";"0";"0";"24500";"0";"0";"A38";"U0009";"1"
"C247";"Irigasi Telinga Tanpa penyulit Oleh Perawat";"-";"12000";"0";"0";"7500";"0";"0";"0";"19500";"0";"A38";"U0009";"1"
"C248";"Kardioversi Oleh Dokter Spesialis Kelas I";"-";"800000";"0";"1100000";"0";"0";"0";"1900000";"0";"0";"A38";"U0009";"1"
"C249";"Kardioversi Oleh Dokter Spesialis Kelas II";"-";"600000";"0";"1000000";"0";"0";"0";"1600000";"0";"0";"A38";"U0009";"1"
"C250";"Kardioversi Oleh Dokter Spesialis Kelas III";"-";"500000";"0";"850000";"0";"0";"0";"1350000";"0";"0";"A38";"U0009";"1"
"C251";"Kardioversi Oleh Dokter Spesialis Kelas VIP";"-";"1200000";"0";"1250000";"0";"0";"0";"2450000";"0";"0";"A38";"U0009";"1"
"C252";"Kardioversi Oleh Dokter Umum Kelas I";"-";"800000";"0";"450000";"0";"0";"0";"1250000";"0";"0";"A38";"U0009";"1"
"C253";"Kardioversi Oleh Dokter Umum Kelas II";"-";"600000";"0";"400000";"0";"0";"0";"1000000";"0";"0";"A38";"U0009";"1"
"C254";"Kardioversi Oleh Dokter Umum Kelas III";"-";"500000";"0";"325000";"0";"0";"0";"825000";"0";"0";"A38";"U0009";"1"
"C255";"Kardioversi Oleh Dokter Umum Kelas VIP";"-";"1200000";"0";"550000";"0";"0";"0";"1750000";"0";"0";"A38";"U0009";"1"
"C260";"Kompres Hangat Oleh Bidan";"-";"10000";"0";"0";"5000";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C261";"Kompres Hangat Oleh Perawat";"-";"10000";"0";"0";"5000";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C262";"Kompresi Bimanual Eksterna Oleh Bidan";"-";"20000";"0";"0";"30000";"0";"0";"0";"50000";"0";"A38";"U0009";"1"
"C263";"Kompresi Bimanual Eksterna Oleh Dokter Spesialis";"-";"20000";"0";"75000";"0";"0";"0";"95000";"0";"0";"A38";"U0009";"1"
"C264";"Kompresi Bimanual Eksterna Oleh Dokter Umum";"-";"20000";"0";"50000";"0";"0";"0";"70000";"0";"0";"A38";"U0009";"1"
"C265";"Kompresi Bimanual Interna Oleh Bidan";"-";"20000";"0";"0";"45000";"0";"0";"0";"65000";"0";"A38";"U0009";"1"
"C266";"Kompresi Bimanual Interna Oleh Dokter Spesialis";"-";"20000";"0";"120000";"0";"0";"0";"140000";"0";"0";"A38";"U0009";"1"
"C267";"Kompresi Bimanual Interna Oleh Dokter Umum";"-";"20000";"0";"70000";"0";"0";"0";"90000";"0";"0";"A38";"U0009";"1"
"C268";"Konseling Laktasi Oleh Bidan";"-";"7500";"0";"0";"12500";"0";"0";"0";"20000";"0";"A38";"U0009";"1"
"C269";"Konseling Laktasi Oleh Dokter Spesialis";"-";"7500";"0";"50000";"0";"0";"0";"57500";"0";"0";"A38";"U0009";"1"
"C270";"Konseling Laktasi Oleh Dokter Umum";"-";"7500";"0";"20000";"0";"0";"0";"27500";"0";"0";"A38";"U0009";"1"
"C271";"Konseling Laktasi Oleh Perawat";"-";"7500";"0";"0";"12500";"0";"0";"0";"20000";"0";"A38";"U0009";"1"
"C272";"Lavement Dengan Penyulit Oleh Bidan";"-";"30000";"0";"0";"25000";"0";"0";"0";"55000";"0";"A38";"U0009";"1"
"C273";"Lavement Dengan Penyulit Oleh Perawat";"-";"30000";"0";"0";"25000";"0";"0";"0";"55000";"0";"A38";"U0009";"1"
"C274";"Lavement Tanpa penyulit Oleh Bidan";"-";"30000";"0";"0";"20000";"0";"0";"0";"50000";"0";"A38";"U0009";"1"
"C275";"Lavement Tanpa penyulit Oleh Perawat";"-";"30000";"0";"0";"20000";"0";"0";"0";"50000";"0";"A38";"U0009";"1"
"C276";"Lepas Kateter Oleh Bidan";"-";"0";"0";"0";"25000";"0";"0";"0";"25000";"25000";"A09";"U0009";"1"
"C277";"Lepas Kateter Oleh Perawat";"-";"0";"0";"0";"25000";"0";"0";"0";"25000";"25000";"A09";"U0009";"1"
"C278";"Lepas NGT Oleh Bidan";"-";"10000";"0";"0";"5000";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C279";"Lepas NGT Oleh Perawat";"-";"10000";"0";"0";"5000";"0";"0";"0";"15000";"0";"A38";"U0009";"1"
"C280";"Memasukkan Obat Melalui Vagina/Rectal/Supositoria Oleh Bidan";"-";"10000";"0";"0";"15000";"0";"0";"0";"25000";"0";"A38";"U0009";"1"
"C281";"Memasukkan Obat Melalui Vagina/Rectal/Supositoria Oleh Perawat";"-";"10000";"0";"0";"15000";"0";"0";"0";"25000";"0";"A38";"U0009";"1"
"C282";"Membantu BAB dan BAK Oleh Bidan";"-";"5000";"0";"0";"25000";"0";"0";"0";"30000";"0";"A38";"U0009";"1"
"C283";"Membantu BAB dan BAK Oleh Perawat";"-";"5000";"0";"0";"25000";"0";"0";"0";"30000";"0";"A38";"U0009";"1"
"C284";"Memberikan Diit Melalui Selang Ngt Oleh Bidan";"-";"5000";"0";"0";"5000";"0";"0";"0";"10000";"0";"A38";"U0009";"1"
"C285";"Memberikan Diit Melalui Selang Ngt Oleh Perawat";"-";"5000";"0";"0";"5000";"0";"0";"0";"10000";"0";"A38";"U0009";"1"
"C286";"Nail Extraction/ Ekstrasi Kuku Dengan Penyulit Oleh Dokter Spesialis";"-";"30000";"0";"250000";"0";"0";"0";"280000";"0";"0";"A38";"U0009";"1"
"C287";"Nail Extraction/ Ekstrasi Kuku Dengan Penyulit Oleh Dokter Umum";"-";"60000";"0";"40000";"0";"0";"0";"100000";"0";"0";"A38";"U0009";"1"
"C288";"Nail Extraction/ Ekstrasi Kuku Dengan Penyulit Oleh Perawat";"-";"30000";"0";"0";"30000";"0";"0";"0";"60000";"0";"A38";"U0009";"1"
"C289";"Nail Extraction/ Ekstrasi Kuku Tanpa penyulit Oleh Dokter Spesialis";"-";"30000";"0";"175000";"0";"0";"0";"205000";"0";"0";"A38";"U0009";"1"
"C290";"Nail Extraction/ Ekstrasi Kuku Tanpa penyulit Oleh Dokter Umum";"-";"30000";"0";"45000";"0";"0";"0";"75000";"0";"0";"A38";"U0009";"1"
"C291";"Nail Extraction/ Ekstrasi Kuku Tanpa penyulit Oleh Perawat";"-";"30000";"0";"0";"20000";"0";"0";"0";"50000";"0";"A38";"U0009";"1"
"C292";"Nebulisasi dengan Nebulizer Oleh Bidan";"-";"35000";"0";"0";"10000";"0";"0";"0";"45000";"0";"A38";"U0009";"1"
"C293";"Nebulisasi dengan Nebulizer Oleh Perawat";"-";"35000";"0";"0";"10000";"0";"0";"0";"45000";"0";"A38";"U0009";"1"
"C294";"Nebulisasi Dengan Tabung Oksigen Oleh Bidan";"-";"25000";"0";"0";"10000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C295";"Nebulisasi Dengan Tabung Oksigen Oleh Perawat";"-";"25000";"0";"0";"10000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C296";"Neddle Thorakosintesis Tanpa WSD Dengan Penyulit Kelas I Oleh Dokter Spesialis";"-";"120000";"0";"300000";"0";"0";"0";"420000";"0";"0";"A38";"U0009";"1"
"C297";"Neddle Thorakosintesis Tanpa WSD Dengan Penyulit Kelas I Oleh Dokter Umum";"-";"120000";"0";"200000";"0";"0";"0";"320000";"0";"0";"A38";"U0009";"1"
"C298";"Neddle Thorakosintesis Tanpa WSD Dengan Penyulit Kelas II Oleh Dokter Spesialis";"-";"120000";"0";"275000";"0";"0";"0";"395000";"0";"0";"A38";"U0009";"1"
"C299";"Neddle Thorakosintesis Tanpa WSD Dengan Penyulit Kelas II Oleh Dokter Umum";"-";"120000";"0";"175000";"0";"0";"0";"295000";"0";"0";"A38";"U0009";"1"
"C300";"Neddle Thorakosintesis Tanpa WSD Dengan Penyulit Kelas III Oleh Dokter Spesialis";"-";"120000";"0";"250000";"0";"0";"0";"370000";"0";"0";"A38";"U0009";"1"
"C301";"Neddle Thorakosintesis Tanpa WSD Dengan Penyulit Kelas III Oleh Dokter Umum";"-";"120000";"0";"150000";"0";"0";"0";"270000";"0";"0";"A38";"U0009";"1"
"C302";"Neddle Thorakosintesis Tanpa WSD Dengan Penyulit Kelas VIP Oleh Dokter Spesialis";"-";"120000";"0";"450000";"0";"0";"0";"570000";"0";"0";"A38";"U0009";"1"
"C303";"Neddle Thorakosintesis Tanpa WSD Dengan Penyulit Kelas VIP Oleh Dokter Umum";"-";"120000";"0";"300000";"0";"0";"0";"420000";"0";"0";"A38";"U0009";"1"
"C304";"Neddle Thorakosintesis Tanpa WSD Tanpa penyulit Kelas I Oleh Dokter Spesialis";"-";"120000";"0";"250000";"0";"0";"0";"370000";"0";"0";"A38";"U0009";"1"
"C305";"Neddle Thorakosintesis Tanpa WSD Tanpa penyulit Kelas I Oleh Dokter Umum";"-";"120000";"0";"150000";"0";"0";"0";"270000";"0";"0";"A38";"U0009";"1"
"C306";"Neddle Thorakosintesis Tanpa WSD Tanpa penyulit Kelas II Oleh Dokter Spesialis";"-";"120000";"0";"225000";"0";"0";"0";"345000";"0";"0";"A38";"U0009";"1"
"C307";"Neddle Thorakosintesis Tanpa WSD Tanpa penyulit Kelas II Oleh Dokter Umum";"-";"120000";"0";"125000";"0";"0";"0";"245000";"0";"0";"A38";"U0009";"1"
"C308";"Neddle Thorakosintesis Tanpa WSD Tanpa penyulit Kelas III Oleh Dokter Spesialis";"-";"120000";"0";"200000";"0";"0";"0";"320000";"0";"0";"A38";"U0009";"1"
"C309";"Neddle Thorakosintesis Tanpa WSD Tanpa penyulit Kelas III Oleh Dokter Umum";"-";"120000";"0";"100000";"0";"0";"0";"220000";"0";"0";"A38";"U0009";"1"
"C310";"Neddle Thorakosintesis Tanpa WSD Tanpa penyulit Kelas VIP Oleh Dokter Spesialis";"-";"120000";"0";"350000";"0";"0";"0";"470000";"0";"0";"A38";"U0009";"1"
"C311";"Neddle Thorakosintesis Tanpa WSD Tanpa penyulit Kelas VIP Oleh Dokter Umum";"-";"120000";"0";"250000";"0";"0";"0";"370000";"0";"0";"A38";"U0009";"1"
"C312";"Oral Hygine Oleh Bidan";"-";"25000";"0";"0";"10000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C313";"Oral Hygine Oleh Perawat";"-";"25000";"0";"0";"10000";"0";"0";"0";"35000";"0";"A38";"U0009";"1"
"C314";"Pap Smear Oleh Bidan";"-";"30000";"0";"0";"25000";"0";"0";"0";"55000";"0";"A38";"U0009";"1"
"C315";"Pap Smear Oleh Dokter Spesialis";"-";"30000";"0";"125000";"0";"0";"0";"155000";"0";"0";"A38";"U0009";"1"
"C316";"Pap Smear Oleh Dokter Umum";"-";"30000";"0";"50000";"0";"0";"0";"80000";"0";"0";"A38";"U0009";"1"
"C317";"Pasang Infus/Redressing Infus/Repair Infuse/Pemasangan Ulang Infus Oleh Bidan";"-";"12000";"0";"0";"20000";"0";"0";"0";"32000";"0";"A38";"U0009";"1"
"C318";"Pasang Pemplon";"-";"30000";"0";"0";"0";"0";"0";"30000";"30000";"0";"A38";"U0009";"1"
"C319";"Pasang infus";"KP022";"30000";"0";"0";"30000";"0";"0";"60000";"60000";"60000";"A09";"U0009";"1"
"C326";"Pemasangan Bidai Tanpa penyulit Oleh Dokter Spesialis";"-";"0";"0";"50000";"0";"0";"0";"50000";"0";"50000";"A38";"U0009";"1"
"C327";"Pemasangan Bidai Tanpa penyulit Oleh Dokter Umum";"-";"0";"0";"50000";"0";"0";"0";"50000";"0";"50000";"A38";"U0009";"1"
"C328";"Pemasangan Bidai Tanpa penyulit Oleh Perawat";"-";"25000";"0";"0";"25000";"0";"0";"0";"50000";"50000";"A09";"U0009";"1"
"C333";"Pemasangan Endotracheal Tube Oleh Dokter Spesialis";"-";"35000";"0";"125000";"0";"0";"0";"160000";"0";"0";"A38";"U0009";"1"
"C334";"Pemasangan Endotracheal Tube Oleh Dokter Umum";"-";"35000";"0";"75000";"0";"0";"0";"110000";"0";"0";"A38";"U0009";"1"
"C335";"Pemasangan Endotracheal Tube Oleh Perawat";"-";"35000";"0";"0";"55000";"0";"0";"0";"90000";"0";"A38";"U0009";"1"
"C336";"Pemasangan Epidural Catheter Dengan Penyulit Oleh Dokter Spesialis";"-";"125000";"0";"450000";"0";"0";"0";"575000";"0";"0";"A38";"U0009";"1"
"C337";"Pemasangan Epidural Catheter Tanpa Penyulit Oleh Dokter Spesialis";"-";"100000";"0";"350000";"0";"0";"0";"450000";"0";"0";"A38";"U0009";"1"
"C338";"Pemasangan Gips (Satu Lokasi) Dengan Penyulit Oleh Dokter Spesialis";"-";"30000";"0";"275000";"0";"0";"0";"305000";"0";"0";"A38";"U0009";"1"
"C339";"Pemasangan Gips (Satu Lokasi) Dengan Penyulit Oleh Dokter Umum";"-";"30000";"0";"125000";"0";"0";"0";"155000";"0";"0";"A38";"U0009";"1"
"C340";"Pemasangan Gips (Satu Lokasi) Dengan Penyulit Oleh Perawat";"-";"30000";"0";"0";"75000";"0";"0";"0";"105000";"0";"A38";"U0009";"1"
"C341";"Pemasangan Gips (Satu Lokasi) Tanpa penyulit Oleh Dokter Spesialis";"-";"25000";"0";"175000";"0";"0";"0";"200000";"0";"0";"A38";"U0009";"1"
"C342";"Pemasangan Gips (Satu Lokasi) Tanpa penyulit Oleh Dokter Umum";"-";"25000";"0";"75000";"0";"0";"0";"100000";"0";"0";"A38";"U0009";"1"
"C343";"Pemasangan Gips (Satu Lokasi) Tanpa penyulit Oleh Perawat";"-";"25000";"0";"0";"35000";"0";"0";"0";"60000";"0";"A38";"U0009";"1"
"C344";"Pemasangan Implant Dengan Penyulit Oleh Dokter Spesialis";"-";"75000";"0";"175000";"0";"0";"0";"250000";"0";"0";"A38";"U0009";"1"
"C345";"Pemasangan Implant Tanpa penyulit Oleh Dokter Spesialis";"-";"75000";"0";"125000";"0";"0";"0";"200000";"0";"0";"A38";"U0009";"1"
"C350";"Pemasangan IUD Dengan Penyulit Oleh Dokter Spesialis";"-";"125000";"0";"225000";"0";"0";"0";"350000";"0";"0";"A38";"U0009";"1"
"C351";"Pemasangan IUD Dengan Penyulit Oleh Dokter Spesialis";"-";"125000";"0";"275000";"0";"0";"0";"400000";"0";"0";"A38";"U0009";"1"
"C352";"Pemasangan Mitela/Arm Sling Oleh Dokter Spesialis";"-";"4000";"0";"50000";"0";"0";"0";"54000";"0";"0";"A38";"U0009";"1"
"C353";"Pemasangan Mitela/Arm Sling Oleh Dokter Umum";"-";"4000";"0";"20000";"0";"0";"0";"24000";"0";"0";"A38";"U0009";"1"
"C354";"Pemasangan Mitela/Arm Sling Oleh Perawat";"-";"4000";"0";"0";"7500";"0";"0";"0";"11500";"0";"A38";"U0009";"1"
"C355";"Pemasangan NGT / OGT Dengan Penyulit Oleh Dokter Spesialis";"-";"5500";"0";"75000";"0";"0";"0";"80500";"0";"0";"A38";"U0009";"1"
"C356";"Pemasangan NGT / OGT Dengan Penyulit Oleh Dokter Umum";"-";"5500";"0";"25000";"0";"0";"0";"30500";"0";"0";"A38";"U0009";"1"
"C357";"Pemasangan NGT / OGT Dengan Penyulit Oleh Perawat";"-";"5500";"0";"0";"15000";"0";"0";"0";"20500";"0";"A38";"U0009";"1"
"C358";"Pemasangan NGT / OGT Tanpa penyulit Oleh Dokter Spesialis";"-";"5500";"0";"35000";"0";"0";"0";"40500";"0";"0";"A38";"U0009";"1"
"C359";"Pemasangan NGT / OGT Tanpa penyulit Oleh Dokter Umum";"-";"5500";"0";"15000";"0";"0";"0";"20500";"0";"0";"A38";"U0009";"1"
"C360";"Pemasangan NGT / OGT Tanpa penyulit Oleh Perawat";"-";"5500";"0";"0";"10000";"0";"0";"0";"15500";"0";"A38";"U0009";"1"
"C361";"Pemasangan NPA/OPA Dengan Penyulit Oleh Dokter Spesialis";"-";"5500";"0";"75000";"0";"0";"0";"80500";"0";"0";"A38";"U0009";"1"
"C362";"Pemasangan NPA/OPA Dengan Penyulit Oleh Dokter Umum";"-";"5500";"0";"25000";"0";"0";"0";"30500";"0";"0";"A38";"U0009";"1"
"C363";"Pemasangan NPA/OPA Dengan Penyulit Oleh Perawat";"-";"5500";"0";"0";"15000";"0";"0";"0";"20500";"0";"A38";"U0009";"1"
"C364";"Pemasangan NPA/OPA Tanpa penyulit Oleh Dokter Spesialis";"-";"5500";"0";"35000";"0";"0";"0";"40500";"0";"0";"A38";"U0009";"1"
"C365";"Pemasangan NPA/OPA Tanpa penyulit Oleh Dokter Umum";"-";"5500";"0";"15000";"0";"0";"0";"20500";"0";"0";"A38";"U0009";"1"
"C366";"Pemasangan NPA/OPA Tanpa penyulit Oleh Perawat";"-";"5500";"0";"0";"10000";"0";"0";"0";"15500";"0";"A38";"U0009";"1"
